Occurrence ID,Short title,Author,Publication year,Title,Volume no.,Pages,Journal,Related objects,Editor,Book,Related publications
1899,"IEJ 13 (1963), 69-73","Speiser, Ephraim A.",1963,"Unrecognized Dedication,",13,69-73,Israel Exploration Journal,,,,
1883,"Hebr. 8 (1891-92), 134-135","Pinches, Theophilus G.",1891-92,Old Persian Names in Babylonian Contracts,8,134-135,Hebraica,,,,
1867,"FF 18 (1942), 209-211","Erdmann, Kurt",1942,Zur Deutung der iranischen Felsreliefs,18,209-211,Forschungen und Fortschritte,,,,
1851,"Dialogues d'Histoire Ancienne 11 (1985), 167-195","Briant, Pierre",1985,Les Iraniens d'Asie Mineure après la chute de l'empire achéménide,11,167-195,Dialogues d'Histoire Ancienne,,,,
1835,"CSSH 6 (1964), 233-249","Finley, Moses I.",1964,Between Freedom and Slavery,6,233-249,Comparative Studies in Society and History,,,,
1819,"Centaurus 11 (1965), 1-18","van der Waerden, Bartel L.",1965,"Vergleiche der mittleren Bewegungen in der babylonischen, griechischen und indischen Astronomie",11,1-18,Centaurus,,,,
1803,"BSOAS 58 (1995), 157-158","Vogelsang, Willem J.",1995,"Rv. M.A. Dandamayev, A Political History of the Achaemenid Empire (Leiden 1989)",58,157-158,Bulletin of the School of Oriental and African Studies,,,,
1786,"BSOAS 44 (1981), 218-219","Wiseman, Donald J.",1981,"Rv. S.M. Burstein, The Babyloniaca of Berossus (SANE 1/5)",44,218-219,Bulletin of the School of Oriental and African Studies,,,,
1770,"BSA 8 (1995), 215-240","van Driel, Govert",1995,Cattle in the Neo-Babylonian period,8,215-240,Bulletin on Sumerian Agriculture,,,,
1754,"BOR 1 (1886/1887), 76ff.","Pinches, Theophilus G.",1886/1887,A Fragment of a Babylonian Tihe-List,1,76ff.,Babylonian and Oriental Record,,,,
1738,"BiOr 8 (1951), 146-147","Falkenstein, Adam",1951,"Rv. H.H. Figulla, Business Documents of the New-Babylonian Period",8,146-147,Bibliotheca Orientalis,,,,
1722,"BiOr 60 (2003), 537-544","Cruz-Uribe, Eugene",2003,Qanats in the Achaemenid Period,60,537-544,Bibliotheca Orientalis,,,,
1705,"BiOr 55 (1998), 843-849","Borger, Rykle",1998,"Rv. G. Frame, Rulers of Babylonia from the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) RIMB 2.",55,843-849,Bibliotheca Orientalis,,,,
1689,"BiOr 50 (1993), 199-203","Schmitt, Rüdiger",1993,"Rv. H. Koch, Verwaltung und Wirtschaft im persischen Kernland zur zeit der Achämeniden (1990)",50,199-203,Bibliotheca Orientalis,,,,
1672,"BiOr 41 (1984 publ. 1985), 426-428","Joannès, Francis",1984 publ. 1985,"Rv. G.J.P. McEwan, Texts from Hellenistic Babylonia in the Ashmolean Museum (OECT 9)",41,426-428,Bibliotheca Orientalis,,,,
1656,"BiOr 30 (1973 publ. 1974), 366-367","in der Smitten, Wilhelm H.",1973 publ. 1974,Beobachtungen zur Lexikographie und Grammatik der achäemenidischen Königsinschriften,30,366-367,Bibliotheca Orientalis,,,,
1640,"BiOr 15 (1958), 36-38","Gelb, Ignace J.",1958,"Rv. O. Neugebauer, Astronomical Cuneiform Texts",15,36-38,Bibliotheca Orientalis,,,,
1624,"Bib 23 (1942), 95-100","Miller, A.",1942,"Rv. G. Brunner, Der Nabuchodonosor des Buches Judith",23,95-100,Biblica,,,,
1608,"BCSMS 30 (1995), 23-29","Dandamayev, Muhammed A.",1995,Babylonian Popular Assemblies in the First Millennium B.C.,30,23-29,Bulletin. The Canadian Society for Mesopotamian Studies,,,,
1592,"BASOR 286 (1992), 15-18","Tushingham, Arlotte Douglas ",1992,A «Neo-Babylonian» Seal from Tell Taanach,286,15-18,Bulletin of the American Schools of Oriental Research,,,,
1576,"BaM 34 (2003), 235-265.","Kessler, Karlheinz",2003,"""Zu den Urkunden des achämenidenzeitlichen Archivs W 23293 aus U 18"".",34,235-265,Baghdader Mitteilungen,,,,
1560,"BaM 16 (1985), 165-209","Butz, Kilian",1985,Zu Getreideerträgen in Mesopotamien und dem Mittelmeergebiet,16,165-209,Baghdader Mitteilungen,,,,
1544,"BA 1 (1890), 492-536","Zehnpfand, Rudolf",1890,Babylonische Weberrechnungen,1,492-536,Beiträge zur Assyriologie,,,,
1527,"Assiriologiia i egiptologiia. Sbornik statei (Leningrado 1964), 31-50","Dandamayev, Muhammed A.",1964,Svobodnye naemnye rabotniki v pozdnei Vavilonii,,31-50,Assiriologiia i egiptologiia. Sbornik statei,,,,
1511,"ARRIM 9 (1991), 11-12","Donbaz, Veysel",1991,A Brick Inscription of Nabonidus from Harran,9,11-12,Annual Review of the Royal Inscriptions of Mesopotamia Project,,,,
1495,"ArOr 57 (1989), 287-288","Pečírková, Jana",1989,"Rv. E.V. Leichty, Catalogue of the Babylonian Tablets in the British Museum. Vol. VI. Tablets from Sippar, 1 (1986)",57,287-288,Archív Orientalí,,,,
1479,"ArOr 4 (1932), 179-192","Nicolò, Mariano, San",1932,Parerga Babyloniaca III-V,4,179-192,Archív Orientalí,,,,
1462,"ArOr 17/II (1949), 391-418","Szlechter, Émile",1949,"Essai d'explication des clauses: muttatam gullubu abbuttam šakānu et abbuttam gullubu,",17/II,391-418,Archív Orientalí,,,,
1446,"Aram 7 (1995), 137-151","Dalley, Stephanie",1995,Bel at Palmyra and elsewhere in the Parthian Period,7,137-151,Aram,,,,
1430,"AoF 26 (1999), 3-12","MacGinnis, John",1999,Additional Prebend Texts from the British Museum,26,3-12,Altorientalische Forschungen,,,,
1414,"AoF 13 (1986), 206-211","Frame, Grant",1986,A Kudurru Fragment from the Reign of Adad-Apla-Iddina,13,206-211,Altorientalische Forschungen,,,,
1398,"Anthropos 79 (1984), 272-274","Henninger, J.",1984,"Rv. P. Briant, État et pasteurs au Moyen-Orient ancien",79,272-274,Anthropos,,,,
1381,"Annali di Ca' Foscari 39/3 (2000), 5-19","Cussini, Eleonora",2000,The Murašû aramaic epigraphs: Palaeographic Notes,39/3,5-19,Annali di Ca' Foscari. Rivista della Facoltà di Lingue e Letterature Straniere dell'Università Ca' Foscari di Venezia (Serie Orientale),,,,
1364,"Anatolia 4 (1959), 123-129","Balkan, Kemal",1959,Inscribed Bullae from Daskyleion-Ergili (Old Persian Inscriptions - Aramaic Inscriptions),4,123-129,Anatolia,,,,
1348,"AMI 28 (1995/1996), 269-273","Schmitt, Rüdiger",1995/1996,Eine Goldtafel mit angeblicher Dareios-Inschrift,28,269-273,Archäologische Mitteilungen aus Iran,,,,
1332,"AMI 11 (1978 publ. 1979), 7-12","Wilhelm, Gernot",1978 publ. 1979,Ist das Elamische eine Ergativsprache?,11,7-12.,Archäologische Mitteilungen aus Iran,,,,
1316,"Akkadica 123/2 (2002), 131-135","De Meyer, Léon",2002,Proposition sur les destructions de Mari à l´époque d´Agadé,123/3,131-135,Akkadica,,,,
1298,"AJAH 2 (1977), 129-146","Sachs, Abraham J.",1977,Achaemenid Royal Names in Babylonian Astronomical Texts,2,129-146,American Journal of Ancient History,,,,
1282,"AION 56 (1996), 99-104","Graziani, Simonetta",1996,Babyloniaká,56,99-104,Annali dell'Istituto Orientale di Napoli,,,,
1266,"AfO 51 (2005/2006), 318-321","MacGinnis, John",2005-2006,"Rv. B. Jankovic, Vogelzucht und Vogelfang in Sippar im 1. Jahrtausend v. Chr. (= AOAT 315).",51,318-321,Archiv für Orientforschung,,,,
1250,"AfO 48/49 (2001/2002), 107-112","Steele, John M.",2001-2002,The Meaning of BAR DIB in Late Babylonian Astronomical Texts,48-49,107-112,Archiv für Orientforschung,,,,
1232,"AfO 44/45 (1997/1998), 176-185","Oelsner, Joachim",1997-1998,The 30-star-Catalogue HS 1897 and the Late Parallel BM 55502,44-45,176-185,Archiv für Orientforschung,,,,
1215,"AfO 36/37 (1989/1990), 136-138","Pearce, Laurie E.",1989-1990,"Rv. J. Oelsner, Materialien zur babylonischen Gesellschaft und Kultur in hellenistischer Zeit (1986)",36-37,136-138,Archiv für Orientforschung,,,,
1198,"AfO 20 (1963), 97-102","van der Waerden, Bartel L.",1963,Das Alter der babylonischen Mondrechnung (1. Die Systeme A and B. 2. Engere Zeitgrenzen 3. Euktemon and Meton 4. Eine Blütezeit der Astronomie and Astrologie 5. Die Magier and die Astrologie 6. Naburianos and Kidenas,20,97-102,Archiv für Orientforschung,,,,
1180,"AfO 17 (1954/1956), 1-9","Weidner, Ernst F.",1954-56,Hochverrat gegen Nebukadnezar II. Ein Grosswürdenträger vor dem Königsgericht,17,1-9,Archiv für Orientforschung,,,,
1164,"Aegyptus 27 (1947), 118-143","Nicolò, Mariano, San",1947,Due atti matrimoniali neobabilonesi,27,118-143,Aegyptus,,,,
1148,"AcAntHung 17 (1969), 105-107","Diakonoff, Igor M.",1969,On the Interpretation of § 60 of the Bisutūn Inscription (Elamite Versian),17,105-107,Acta Antiqua Academiae Scientiarum Hungaricae,,,,
710,"Rutten, RA 41 (1947)","Rutten, Marguerite",1947,Contestation au sujet d'une donation d'une mère à ses fils,41,99-103,Revue d'Assyriologie et d'Archéologie Orientale,7666,,,
290,"Brinkman, OrNS 38","Brinkman, John A.",1969,Ur: “The Kassite Period and the Period of the Assyrian Kings”,38,310-348,Orientalia Nova Series ,,,,
256,"Nougayrol, BiOr 9/5-6","Nougayrol, Jean",1952,Une Ère d’Alexandre de Grand en Babylonie?,9/5-6,166-67,Bibliotheca Orientalis,,,,
236,"Brinkman, JCS 25/2","Brinkman, John A.",1973,Sennacherib’s Babylonian Problem: An Interpretation,25/2,89-95,Journal of Cuneiform Studies,,,,
193,"Weszeli and Baker, WZKM 87","Baker, Heather D.",1997,Eseleien II,87,231-247,"Wiener Zeitschrift für die Kunde des
Morgenlandes",6259,,,
164,"Weidner, AfO 16","Weidner, Ernst F.",1952-53,Keilschrifttexte nach Kopien von T.G. Pinches. Neue Folge. 1. Babylonische Privaturkunden aus dem 7. Jahrhundert v. Chr. (mit 4 Tafeln),16,35-46,Archiv für Orientforschung,5611,,,
4045,"JNES 71/2 (2012), 285-298","Waerzeggers, Caroline",2012,The Babylonian Chronicles: Classification and Provenance,71/2,285-298,,,,,
4029,NABU 2012/35,"Stevens, Kathryn",2012,Collations to the Antiochus Cylinder (BM 36277),2012/35,,,,,,
4013,"WZKM 101 (2011), 527-530","Ritter, Niels , C.",2011,Rv. B. Sass and J. Marzahn: Aramaic and Figural Stamp Impressions on Bricks of the Sixth Century B.C. from Babylon,101,527-530,,,,,
3997,"JAOS 133/2 (2013), 370-372","Montelle, Clemency",2013,"Rv. F. Rochberg, In the Path of the Moon: Babylonian Celestial Divination and Its Legacy",133/2,370-372,,,,,
3981,NABU 2014/102,"Levavi, Yuval",2014,ginnu-silver from the time of Nebuchadnezzar (and Nabû-aḫḫē-iddin’s term as temple administrator),2014/102,,,,,,
3964,"JAOS 134/2 (2014), 340-343","Jigoulov, Vadim",2014,"Rv. O. Lipschits, G.N. Knoppers and M. Oeming, Judah and the Judeans in the Achaemenid Period: Negotiating Identity in an International Context",134/2,340-343,,,,,
3948,"Topoi 19/1 (2014), 57-100","Graslin, Laetitia",2014,De Jérusalem à Babylone. Les relations entre le temple de Jérusalem et les souverains achéménides et hellénistiques,19/1,57-100,,,,,
3932,"WZKM 103 (2013), 87-100","Da Riva, Rocío",2013,Neo-Babylonian Monuments at Shir es-Sanam and Wadi es-Saba (North Lebanon),103,87-100,,,,,
3916,"Mesopotamia 46 (2011), 23-34","Bergamini, Giovanni",2011,Babylon in the Achaemenid and Hellenistic period: the changing landscape of a myth,46,23-34,,,,,
3900,"JNES 69/1 (2010), 137-142","Abdi, Kamyar",2010,"Rv. T.J. Wilkinson, Archaeological Landscapes of the Near East",69/1,137-142,,,,,
3884,"ZKM 4 (1842), 43-57 + pl.F-I","Grotefend, Georg-Frieddrich",1842,"Urkunden in babylonischer Keilschrift, vierter Beitrag. Mit einem Steindruck",4,43-57 + pl.F-I,Zeitschrift fur die Kunde des Morgenlandes,,,,
3868,VHB (1954) 31-53,"Liagre Böhl, Francisco Mario Th. De",1954,De Chaldeeuwse dynastie,,31-53,Varia Historica Biblica,,,,
3852,"TIIAz 13 (1958), 80-107","Jusifov, Ju.B.",1958,Das königliche Handwerk im Elam medisch-persischer Zeit (in Azerbaijani),13,80-107,Tpуды Инстиеута Истории АН Аэербайджанской (Tpudy Instieuta Istorii AN Aèerbajdžanskoj),,,,
3836,"RES (1940), 87","Jean, Ch.-F.",1940,"Rv. M. San Nicolò and A. Ungnad, Neubabylonische Rechts- and Verwaltungsurkunden (H. 4-5)",,87,Revue des etudes sémitiques,,,,
3820,"Orient-Express 1 (1991), 11","Joannès, Francis",1991,Réparations dans l´Esagil en 92 avant J.-C.,1,11,Orient-Express,,,,
3804,"Numismatic Chronicle and Journal 1 (1961), 119-127","Bivar, Adrian David H.",1961,"A ""Satrap"" of Cyrus the Younger",v1,119-127,The Numismatic Chronicle and Journal of the Royal Numismatic Society,,,,
3788,"Medelhavsmuseet Bulletin 29 (1994 [1995]), 3-10","Pedersén, Olof",1994 publ. 1995,Ancient Near Eastern Objects with Cuneiform Inscriptions II. Elamite and Neo-Babylonian Royal Inscriptions,29,3-10.,Medelhavsmuseet Bulletin,,,,
3772,"JTS 2 (1951), 36-44","Wilkie, J.M.",1951,Nabonidus and the Later Jewish Exiles,2,36-44,Journal of Theological Studies,,,,
3756,"JSJ 31 (2000), 125-161","Scurlock, JoAnn",2000,167 BCE: Hellenism or Reform?,31,125-161,Journal for the Study of Judaism,,,,
3740,"JRAS 115 (1983), 282-283","Kuhrt, Amélie",1983,"Rv. G.J.P. McEwan, Priest and Temple in Hellenistic Babylonia (FAOS 4, 1981)",115,282-283,Journal of the Royal Asiatic Society,,,,
3724,"Jahrbuch für Wirtschaftsgeschichte 1977/3, 155-167","Dandamayev, Muhammed A.",1977,"Zur Sklaverei im neubabylonischen Reich: Gimillu, ein Tempelsklave von Eanna in Uruk (6. Jahrhundert v.u.Z.)",,155-167,Jahrbuch für Wirtschaftsgeschichte,,,,
3708,"Hebr 8 (1891/2), 134-135","Pinches, Theophilus G.",1891/2,Old Persian Names in Babylonian Contracts,8,134-135,Hebraica,,,,
3692,"Estudios Clásicos 6 (1961), 128-129","Rodríguez Adrados, Francisco",1961,"Rv. W. Brandenstein and M. Mayrhofer, Antiguo Persa",6,128-129,Estudios Clásicos,,,,
3676,"Eos 72 (1984 publ.1985), 423-429","Zawadzki, Stefan",1984 publ. 1985,"Rv. D.B. Weisberg, Texts from the Time of Nebuchadnezzar (YOS 17)",72,423-429,Eos. Commentarii Societatis Philologae Polonorum,,,,
3660,"CCGG 6 (1995), 3-17","Maul, Stefan M.",1995,"La fin de la tradition cunéiforme et les ""Graeco-Babyloniaca""",6,3-17.,Cahiers du Centre G. Glotz,,,,
3644,"BLOT (1991), 35","Lambert, Wilfred G.",1991,"Rv. P.-A. Beaulieu, the Reign of Nabonidus, King of Babylon, 556-539 B.C.",,35,"Book List. Society for Old Testament Studies (Llansadwrn, Menai Bridge)",,,,
3628,"BCSMS 31 (1996), 15-21","Ruby, Jill",1996,The Behistun Inscription and the Decipherment of Akkadian,31,15-21,Bulletin of the Canadian Society for Mesopotamian Studies,,,,
3612,"AHR 93 (1988), 123-124","Foster, Benjamin R.",1988,"Rv. M. Silver, Economic Structures of the Ancient Near East (1985)",93,123-124,The American Historical Review,,,,
3596,"Achaemenid History 4 (1990), 195-205","Stolper, Matthew W.",1990,The Kasr Archive,4,195-205,Achaemenid History,,,,
3580,"ZSS 49 (1929), 24-54","Nicolò, Mariano, San",1929,Einiges aus den babylonischen Rechtsurkunden,49,24-54,"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, romantistische Abteilung",,,,
3564,"ZDMG 157 (2007), 265-291.","Tavernier, Jan",2007,On some Elamite Signs and Sounds.,157,265-291,Zeitschrift der Deutschen Morgenländischen Gesellschaft,,,,
3548,"ZDMG 113 (1964), 628-629","Petri, W.",1964,"Rv. B. Tuckerman, Planetary, Lunar and Solar Positions, 601 B.C. to A.D. 1",113,628-629,Zeitschrift der Deutschen Morgenländischen Gesellschaft,,,,
3532,"ZAR 11 (2005), 155-194.","Achenbach, Reinhard",2005,"Das Kyros-Orakel in Jesaja 44,24 - 45,7 im Lichte altorientalischer Parallelen.",11,155-194,Zeitschrift für Altorientalische und Biblische Rechtsgeschichte,,,,
3516,"ZA 92 (2002), 135-140","Pruzsinszky, Regine",2002,"Rv. G. Beckman, Texts from the Vicinity of Emar in the Collection of Jonathan Rosen (HANE/M 2, Padova 1996)",92,135-140,Zeitschrift für Assyriologie,,,,
3500,"ZA 89 (1999), 227-246","von Dassow, Eva",1999,"Rv. G. Frame, Babylonia 689-627 B.C. A Political History (PIHANS 69, 1992)",89,227-246,Zeitschrift für Assyriologie,,,,
3482,"ZA 86 (1996), 272-274","Wunsch, Cornelia",1996,"Rv. F. Joannès, Les tablettes néo-babyloniennes de la Bodleian Library conservées à l´Ashmolean Museum (OECT 12, 1990)",86,272-274,Zeitschrift für Assyriologie,,,,
3466,"ZA 81 (1991), 37-86","Frame, Grant",1991,"Nabonidus, Nabû-šarra-uṣur, and the Eanna Temple",81,37-86,Zeitschrift für Assyriologie,,,,
3449,"ZA 72 (1982 publ. 1983), 297-299","von Soden, Wolfram",1982 publ. 1983,"Rv. G.J.P. McEwan, Texts from Hellenistic Babylonia in the Ashmolean Museum (OECT 9)",72,297-299,Zeitschrift für Assyriologie,,,,
3433,"ZA 67 (1977), 42-52","Sack, Ronald H.",1977,"The Scribe Nabû-bāni-ahí, son of Ibnā, and theHierarchy of Eanna as seen in theErech Contracts",67,42-52,Zeitschrift für Assyriologie,,,,
3416,"Berger, ZA 60 = NF 26 (1970)","Berger, Paul-R.",1970,Zur Nabonid-Inschrift Nr. 3 und ihren Duplikaten,60,128-133,,,,,
3400,"ZA 5 (1890), 276-280","Sayce, Archibald H.",1890,"Babylonian Contract-Tablet Belonging to the Imperial Academy of Sciences at St. Petersburg,",5,276-280,Zeitschrift für Assyriologie,,,,
3384,"ZA 2 (1887), 118-147, 163-178","Winckler, Hugo",1887,"Einige neuveröffentlichte Texte Hammurabis, Nabopolassars und Nebukadnezars",2,"118-147, 163-178",Zeitschrift für Assyriologie,,,,
3368,"WZKM 72 (1980 publ. 1981), 196-197","Hunger, Hermann",1980 publ. 1981,"Rv. E. Salonen, Neubabylonische Urkunden verschiedenen Inhalts, II",72,196-197,Wiener Zeitschrift für die Kunde des Morgenlandes,,,,
3352,"WeOr 9/1 (1977), 35-56","Zadok, Ran",1977,Historical and Onomastic Notes,9/1.,35-56,Die Welt des Orients,,,,
3336,"WeOr 30 (1999), 47-66","Sassmannshausen, Leonhard",1999,Zur poetischen Struktur babylonischer Besitzübertragungsmonumente (Kudurru),30,47-66,Die Welt des Orients,,,,
3320,"WeOr 19 (1988 publ. 1989), 84-95","Koch, Heidemarie",1988 publ. 1989,Herrscher in der Persis unter Seleukiden und Parthern,19,84-95,Die Welt des Orients,,,,
3304,"VT 37 (1987), 503-504","Postgate, John Nicholas",1987,"Rv. M. Silver, Economic Structures of the Ancient Near East (1985)",37,503-504,Vetus Testamentum,,,,
3286,"UF 27 (1995), 627-640","Zadok, Ran",1995,Notes on Syro-Palestinian Toponymy and Anthroponymy,27,627-640,Ugarit-Forschungen,,,,
3270,"Transeuphratène 8 (1994), 137-144","Joannès, Francis",1994,Métaux précieux et moyens de paiement en Babylonie achéménide et hellénistique,8,137-144,Transeuphratène,,,,
3254,"The Classical Journal 60 (1964), 88","McGregor, M.F.",1964,"Rv. R.N. Frye, The Heritage of Persia",60,88,The Classical Journal,,,,
3238,"Syria 33 (1956), 175-183","Weidner, Ernst F.",1956,Ein Losbuch in Keilschrift aus der Seleukidenzeit (Note additionnelle),33,175-183,Syria,,,,
3222,"StOr 46 (1975), 81-90","Heinrich, Ernst",1975,Noch einmal: Überdachung des hronsaals in Babylonien,46,81-90,Studia Orientalia,,,,
3206,"Sprache 18 (1972), 188-193","Schmitt, Rüdiger",1972,Persepolitanisches II,18,188-193,Sprache,,,,
3190,"Semitica 32 (1982), 35-43","Joannès, Francis",1982,La localisation de ƒurru à l´époque néo-babylonienne,32,35-43,Semitica,,,,
3174,"SAAB 8 (1994), 113-116","Heltzer, Michael",1994,Some Remarks Concerning the Neo-Babylonian Tablets from Šeh Hamad,8,113-116,"State Archives of Assyria, Bulletin",,,,
3158,"RSO 33 (1958), 282-283","Castellino, Giorgo R.",1958,"Rv. R.A. Parker and W. Dubberstein, Babylonian Chronology 626 B.C. - A.D. 75",33,282-283,Rivista degli studi orientali,,,,
3142,"RIDA 2e Série 1 (1952), 33-86","Pirenne, Jacques",1952,Les institutions du peuple hébreu,2/1.,33-86,Revue Internationale des Droits de l'Antiquité,,,,
3126,"RB 84 (1977), 459","Sigrist, Marcel",1977,"Rv. M.D. Coogan, West Semitic Personal Names in the Murašû Documents (HSM 7)",84,459,Revue Biblique,,,,
3110,"RA 96 (2002), 143-148.","Michel-Nozières, Catherine",2002,The variation of lunar visibility through the year: is here a copyist error in table K 90?,96,143-148,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3094,"RA 87 (1993), 137-152","Beaulieu, Paul-A.",1993,Prébendiers d´Uruk à Larsa,87,137-152,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3078,"RA 81 (1987 publ.1988), 147-158","Joannès, Francis",1987 publ.1988,Trois textes de ƒurru à l'époque néo-babylonienne,81,147-158,Revue d'Assyriologie et d'Archéologie Orientale,,,,
