Object ID,Museum No.,Publication,Text number,Period,Place of issue,Type and content,Day remark,Month,Month remark,Year,Year remark,King,King remark,Paraphrase,Transliteration,Imported,Publication name,Archive,Day (Babylonian),Bibliography,Title,Duplicate,Related objects,Julian date,Julian date year,Place of issue Remark,Museum inventory no.,Page number,Join,Bibliography (free text),CDLI No.,NaBuCCo No.,Other markings,Orientation,Other markings Description,CDLI reference,Items and quantifiable data,Provenience,Akkadian keywords,General keywords,Photo,Julian date Remark,Provenience Remark,Philological notes,Philological notes Remark,Identifier,Babylonian date Remark
8042,BM 31650,Wunsch 1993,37,NB,Šaḫrīn,Promissory notes ina muẖẖi,[-],II,-,41,-,Nbk,-,"Promissory note for silver and onions. Fragmentary.<br />
<strong>B</strong> owes 22 shekels of silver and 5000 bundles of onions to <strong>A<sub>1</sub></strong> and <strong>A<sub>2</sub></strong>. The rest of the tablet is broken off. The first part of the witnesses&#39; name is broken off. Names of one witness and the scribe: Nergal-&scaron;umu-ibni/Bēl-iddin//Sagdidi.<br />
<br />
<strong>A<sub>1</sub></strong> = Kāṣiru/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>A<sub>2</sub></strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B</strong> = &Scaron;iriktu/Nūrea//Dannea",,Kathleen Abraham (07/01/2017),Wunsch 1993 37,Egibi/Nūr-Sîn,,,BM 31650,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,BM 33910,Ner.,10,NB,Babylon city,Promissory notes ina muẖẖi,[-],-,[-],,-,Ner,-,"Promissory note for silver. To be paid in onions.<br />
<strong>B</strong> owes 2 shekels of silver, of which one-eighth is alloy to <strong>A</strong>, to be paid in onion bundels (<em>pītu</em>) in Nisan (I) according to their market value (<em>etēqu</em>) at the time of delivery. In addition, there is an earlier promissory note. Names of 2 witnesses and the scribe: Madān-&scaron;umu-iddin/Zēria//Nabāya.<br />
<br />
<strong>A</strong> = Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B</strong> = Iqī&scaron;āya/Bēl-kāṣir//&Scaron;ang&ucirc;-parakki",,Kathleen Abraham (07/01/2017),Ner. 10,Egibi/Nūr-Sîn,,"Reedition: Wunsch 1993, no. 64",BM 33910,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,BM 30784,,,Each,Babylon city,Promissory notes ina muẖẖi,-,VI,-,26,-,Dar,-,"Promissory note for silver. Interest at default.<br />
<strong>B</strong> owes 1 mina of white, medium quality silver, of which one-eighth is alloy to <strong>A</strong>, to be paid without interest in Arahsamna (VIII). He will start paying the yearly 20% interest on a monthly basis, if he fails to meet the deadline. Witnesses.<br />
<br />
<strong>A</strong> = Bēl-ittannu/Iqī&scaron;a-Marduk//Bēl-eṭēru; <strong>B</strong> = Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi",,Kathleen Abraham (07/01/2017),,Egibi/Nūr-Sîn,19,,BM 30784,,,,,,,,,,,,,,,,,,,,,,,,,,
7994,BM 31504,,,Each,Babylon city,Promissory notes ina muẖẖi,[-],XII,-,,[-],Cyr,-,"Promissory note for barley.<br />
<strong>B</strong> owes 40 kor of barley to <strong>A</strong>, to be delivered in Ayyār (II) at a place the details of which are lost in the broken passage at the beginning of the document. It was probably at a canal. The debtor should also pay for the transportation of the barley (from the canal?) to the (creditor&#39;s?) house. Witnesses.<br />
<br />
<strong>A</strong> = Iqī&scaron;a/PN<sub>2</sub>/Mudammiq-Adad; <strong>B</strong> = Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi",,Kathleen Abraham (07/01/2017),,Egibi/Nūr-Sîn,,,BM 31504,,,,,,,,,,,,,,,,,,,,,,,,,,
7975,BM 31513,Wunsch 2000,99,Each,Babylon city,Promissory notes ina muẖẖi,-,VI,-,2,-,Dar,-,"Promissory note for assessed field rent (<em>imittu</em>), to be delivered in dates.<br />
<strong>B</strong> owes 50 kor of dates, assessed field rent (<em>imitti eqli</em>) on land located at (<em>ina muhhi</em>) the Hazuzu ditch (<em>harru</em>). The land is part of the dowry (<em>bīt nudunn&ecirc;</em>) of <strong><sup>f</sup>A<sub>1</sub></strong> and <strong><sup>f</sup>A<sub>2</sub></strong> and shared by them (<em>zittu)</em> with <strong>A<sub>3</sub></strong> and his brothers (i.e., the women&#39;s brothers). The dates should be delivered in one payment according to the 36 liters measure to the courtyard (<em>haṣāru</em>). Delivery is due in Arahsamna (VIII). <strong>B</strong> should also deliver the usual by-products of the date cultivation: for each kor of dates he shall give spathes (<em>tuhallu</em>), spadices (<em>gip&ucirc;</em>), fibres (<em>mangagu</em>), a load of firewood, (and) [a broken amount of] <em>dar</em><em>īku</em>-container(s). Witnesses.<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A<sub>1 </sub></strong>= <sup>f</sup>Ina-Esagil-bēlet(Itti-Marduk-balāṭu//Egibi); <strong><sup>f</sup>A<sub>2 </sub></strong>= <sup>f</sup>Nanāya-eṭerat (Itti-Marduk-balāṭu//Egibi); <strong>A<sub>3 </sub></strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B </strong>= Nab&ucirc;-iddin/Kīnāya&nbsp;",,Kathleen Abraham (07/01/2017),Wunsch 2000 99,Egibi/Nūr-Sîn,18,"Roth, JAOS 111 (1991), 27 with note 24",BM 31513,,,,,,,,,,,,,,,,,,,,,,,,,,
7959,BM 31418,Wunsch 1993,367,NB,Broken,Commercial partnerships,[-],-,[-],,[-],-,[-],"Promissory note for silver, within the framework of a business partnership (<em>harrānu</em>).<br />
<strong>B</strong> owes 1 mina of silver to <strong>A</strong> to be delivered in Ayyār (II). The (indebted) silver is what <strong>C </strong>invested in a business partnership (with the parties mentioned above). The rest of the document is broken off, including the names of the witnesses and the scribe.&nbsp;<br />
&nbsp;<br />
<strong>A </strong>= Bēl-īpu&scaron;/Rā&scaron;il//Nappāhu; <strong>B </strong>= Bān-...;&nbsp;<strong>C </strong>= Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n",,Kathleen Abraham (07/01/2017),Wunsch 1993 367,Egibi/Nūr-Sîn,,,BM 31418,,,,,,,,,,,,,,,,,,,,,,,,,,
7943,BM 31258,Nbn.,861,NB,Bīt-šar-Bābili,Promissory notes ina muẖẖi,-,IV,-,15,-,Nbn,-,"Promissory note for silver.<br />
<strong>B</strong> owes 1 &frac12; shekels of silver to <strong>A</strong>, to be delivered without interest (<em>qaqqadu</em>) in Ulūl (VI). Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Nergal-mukīn-apli/Kīnāya//&Scaron;ang&ucirc;-&Scaron;ama&scaron;",,Kathleen Abraham (07/01/2017),Nbn. 861,Egibi/Nūr-Sîn,5,"Krecher 1970, 194; Petschow 1956 (NBPf), 12",BM 31258,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,BM 31260,Nbn.,19,NB,Babylon city,Commercial partnerships,-,I,-,1,-,Nbn,-,"Promissory note for barley, within the framework of a business partnership (<em>harrānu</em>).<br />
<strong>B</strong> owes 16.0.0.0 (kor) of barley to <strong>A</strong>, to be delivered in Simān (III) to Uruk. It concerns <strong>C</strong>&#39;s investment in the business partnersip. In addition, there is claim (<em>u&#39;iltu) </em>by <strong>D </strong>(against <strong>B</strong>). Names of 2 witnesses and the scribe (=debtor): Bēl-&scaron;arra-uṣur/Balāṭu.<br />
&nbsp;<br />
<strong>A </strong>= Madān-&scaron;umu-iddin/Zēria//Nabāya; <strong>B </strong>= Bēl-&scaron;arra-uṣur/Balāṭu; <strong>C </strong>= Iddin-Marduk(/Iqī&scaron;āya//Nūr-S&icirc;n); <strong>D </strong>= Amēl-Nanāya",,Kathleen Abraham (07/01/2017),Nbn. 19,Egibi/Nūr-Sîn,22,,BM 31260,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,BM 30710,Nbn.,346,NB,Babylon city,Promissory notes ina muẖẖi,-,IV,-,9,-,Nbn,-,"Promissory note for dates from prebendary income<br />
<strong>B</strong> owes 20 kor of dates [broken off] to <strong>A</strong>, to be delivered from (<em>ina</em>) the prebendary income (<em>ma&scaron;&scaron;artu</em>) of the months Ta&scaron;rīt (VII) and ṭebēt (X). In addition, there is a debt owed by <strong>B</strong>&#39;s parents, - <strong><sup>f</sup>C<sub>1</sub></strong>, [his?] mother and [the name is broken off], his father [broken off] -, to the same creditor and still pending. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Nab&ucirc;-&scaron;umu-uṣur/&Scaron;āpik-zēri//Ṣāhit-gin&ecirc;; <strong><sup>f</sup>C<sub>1 </sub></strong>= <sup>f</sup>Kabtāya, mother of <strong>B</strong>; <strong>C<sub>2 </sub></strong>= [the name is broken off], father of <strong>B</strong>.",,Kathleen Abraham (07/01/2017),Nbn. 346,Egibi/Nūr-Sîn,21,,BM 30710,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,BM 31422,Nbk.,27,NB,Til-Gula,Commercial partnerships,-,XII,-,42,-,Nbk,-,"Promissory note for silver, within the framework of a business partnership (<em>harrānu</em>).<br />
<strong>B</strong> owes 2 minas and 50 shekels of medium quality silver, of which one-eighth is alloy to <strong>A</strong>. The rest of the document is broken off except for the short remark on the upper edge that the&nbsp; (indebted) silver is what <strong>C</strong> invested in a business partnership (with <strong>A</strong> and <strong>B</strong>) (<em>kaspu &scaron;a harrāni &scaron;a </em><strong>C</strong>).&nbsp;Apart from the names of 3 <em>ina uzuzzi</em> witnesses, no place or scribe are mentioned.&nbsp;&nbsp;<br />
&nbsp;<br />
<strong>A </strong>= Iddin-Marduk/Iqī&scaron;āya//Nūr-S&icirc;n; <strong>B </strong>= Lī&scaron;ir/Etel-p&icirc;//Bēl-nap&scaron;āti; <strong>C </strong>= Bunene-ibni",,Kathleen Abraham (07/01/2017),Nbk. 27,Egibi/Nūr-Sîn,1,"Reedition: Wunsch 1993, no. 49",BM 31422,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,BM 31016,Nbk.,269,NB,Babylon city,Commercial partnerships,-,VII,-,34,-,Nbk,-,"Promissory note for silver, within the framework of a business partnership (<em>harrānu</em>).<br />
<strong>B</strong> owes 1 mina of silver that <strong>A<sub>1</sub></strong> and <strong>A<sub>2</sub></strong> invested in a business partnership. He should put it at <strong>A<sub>1</sub></strong>&rsquo;s disposal (<em>pāni dagālu</em>) in agreement with the amount (<em>ak&icirc; kaspi</em>) that he is entitled to (<em>ra&scaron;&ucirc;</em>) from the company&rsquo;s assets (<em>ina muhhi harrāni)</em>. <strong>A<sub>1 </sub></strong>and <strong>A<sub>2</sub></strong> assume warranty for the amount of silver that is at <strong>B</strong>&rsquo;s disposal (<em>ina pāni</em>). Scribe: Bēl-u&scaron;allim /Zēria//Nabāya<br />
&nbsp;<br />
<strong>A<sub>1 </sub></strong>= Iddin-Marduk; <strong>A<sub>2 </sub></strong>= &Scaron;iriktu; <strong>B </strong>= Nab&ucirc;-ēṭir-nap&scaron;āti",,Kathleen Abraham (07/01/2017),Nbk. 269,Egibi/Nūr-Sîn,25,"Reedition: Wunsch 1993, no. 14; Schiff 1987, no. 13; Lanz 1976, 169",BM 31016,,,,,,,,,,,,,,,,,,,,,,,,,,
7862,BM 31100,EvM,11,NB,Babylon city,Commercial partnerships,-,VII,-,1,-,AM,-,"Promissory note for silver and sesame, within the framework of a business partnership (<em>harrānu</em>).<br />
<strong>B</strong> owes 2 shekels of silver and 0.0.1.3 (kor) of sesame to <strong>A</strong>, to be delivered by the end of Ta&scaron;rīt (VII). The (indebted) silver is what <strong>C</strong> invested in the business partnership. Names of 2 witnesses and the scribe: Bēl-u&scaron;allim/Zēria//Nabāya.<br />
&nbsp;<br />
<strong>A </strong>= Nab&ucirc;-u&scaron;allim/Īnia; <strong>B </strong>= Nab&ucirc;-rēmanni/&scaron;umu-iddin//Buraqu; <strong>C </strong>= Iddin-Marduk",,Kathleen Abraham (07/01/2017),EvM 11,Egibi/Nūr-Sîn,12,"Reedition: Wunsch 1993, no. 56",BM 31100,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,BM 30862,Dar.,255,Each,Harri-ša-Zabūnu,Promissory notes ina muẖẖi,-,VI,-,9,-,Dar,-,"Promissory note for assessed field rent (<em>imittu</em>), to be delivered in dates.<br />
<strong>B</strong> owes 29 kor of dates to <strong>A</strong> and his brothers, the assessed revenue (<em>imittu</em>) (from land) at the Zabunu-ditch, next to <strong>C</strong>&rsquo;s (plot of land). He should deliver the dates in one instalment to the courtyard (<em>haṣāru</em>) at the Zabunu-ditch. Delivery is due in Arahsamna (VIII). He should also deliver the usual by-products of the date cultivation: for each kor of dates he shall give a load of spathes (<em>tuhallu</em>), spadices (<em>gip&ucirc;</em>) from green dates (<em>uhinnu</em>), (and) fibers (<em>mangaga</em>), 2 <em>darīku</em>-containers, and 20 loads of firewood. No payment has been received (<em>eṭēru</em> G Stat) for the gardener&#39;s remuneration (<em>&scaron;issinnu</em>) nor for the services of the agricultural supervisor (<em>gugallu</em>). Witnesses.<br />
&nbsp;<br />
<strong>A<sub>1 </sub></strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>A<sub>2 </sub></strong>= brother of <strong>A<sub>1</sub></strong>; <strong>B </strong>= Nab&ucirc;-iddin/ Kīnāya; <strong>C </strong>= Mu&scaron;ēzib-Marduk","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/1332474=wunsch&l=a&c=1&t=1.4/2/96/1/1328518"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 255,Egibi/Nūr-Sîn,9,"Reedition: Wunsch 2000, no. 107; Krecher 1970, 279",BM 30862,,,,,Full name: Harri-ša-Zabūnu Ālu-ša-mār-Ahi-bāni,,,,,,,,,,,,,,,,,,,,,
7830,BM 31357,Dar.,288,Each,Babylon city,Promissory notes ina muẖẖi,-,XI,-,10,-,Dar,-,"Promissory note for silver and garments. Fixation of interest at default. Very fragmentary<br />
The first line of the document is broken off and the remainder of the text is very fragmentarily preserved. <strong>B</strong> owes 2 1/3 minas and 2 shekels of silver, one <em>&scaron;iriam</em>-garment (<em>&scaron;iriam</em>) &quot;of 3 minas&quot;, and one coat (<em>gulēnu</em>) to <strong>A</strong>. He should deliver the silver and garments in Ta&scaron;rīt (VII), and (if not) start paying 20% interest on a monthly basis from the 1<sup>st</sup> of Arahsamna (VIII) of Darius&rsquo; 11<sup>th</sup> year onwards. In addition, there is an [&hellip;] Dadia [&hellip;]. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B </strong>= Dadia/[PN]","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/1087349=BM 31357&l=a&c=1&t=1.4/1/24/1/1658474"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 288,Egibi/Nūr-Sîn,10,"Krecher 1970, 287",BM 31357,,,,,,,,,,,,,,,,,,,,,,,,,,
7814,BM 30538,Dar.,79,Each,Babylon city,Leases,-,VI,-,3,-,Dar,-,"Promissory note for assessed field rent, to be delivered in dates.<br />
<strong>B</strong> owes 14 kor of dates, the assessed field rent (<em>imitti eqli</em>) on land located at the Hazuzu-ditch which belongs to <strong>C</strong>&#39;s children from the Egibi family: part of it belongs to the dowry (<em>nudunn&ucirc;</em>) of <strong><sup>f</sup>A<sub>1</sub></strong> and <strong><sup>f</sup>A<sub>2</sub></strong>, and another part to the inheritance shares (<em>pūt zitti</em>) of <strong>A<sub>3</sub></strong> and his brothers. The dates should be delivered in one instalment according to the 36 liters measure (<em>pānu</em>-measure) to the courtyard (<em>haṣāru</em>). Deliver is due in Arahsamna (VIII). He should also deliver the usual by-products of the date cultivation: for each kor of dates he shall give a load of spathes <em>(tuhallu), </em>spadices (<em>gip&ucirc;</em>), (and) fibres (<em>mangagu</em>), and 2 <em>darīku</em>-containers. This is followed by the laconic statement: 60 loads (<em>60-&scaron;u biltu</em>) Witnesses.<br />
&nbsp;<br />
<strong><sup>f</sup></strong><strong>A<sub>1 </sub></strong>= <sup>f</sup>Ina-Esagil-bēlet(/Itti-Marduk-balāṭu//Egibi), sister of <strong>A<sub>3</sub></strong>; <strong><sup>f</sup>A<sub>2 </sub></strong>= <sup>f</sup>Nanāya-ēṭirat(/Itti-Marduk-balāṭu//Egibi), sister of <strong>A<sub>3</sub></strong>; <strong>A<sub>3</sub></strong>=&nbsp; Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B </strong>= Nab&ucirc;-iddin/Kīnāya; <strong>C </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/1332474=wunsch&l=a&c=1&t=1.4/2/96/1/1328497"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 79,Egibi/Nūr-Sîn,26,"Reedition: Wunsch 2000, no. 100",BM 30538,,,519 BCE,519,,,,,,,,,,,,,,,,,,,,,,
7798,BM 30481,Dar.,374,Each,Ālu-ša-Nabû-ēreš,Promissory notes ina muẖẖi,-,IV,-,14,-,Dar,-,"Promissory note for barley.<br />
<strong>B</strong> owes 0.1.3.0 kor of barley to <strong>A</strong>, to be delivered in Ta&scaron;rīt (VII). Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Marduk-nāṣir-apli/Itti-Marduk-balāṭu//Egibi; <strong>B </strong>= Napi&scaron;tu/Lūṣi-ana-nūri//Nagāru","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-egibi/1660434"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Dar. 374,Egibi/Nūr-Sîn,21,"Krecher 1970, 303.",BM 30481,,,,,,,,,,,,,,,,,,,,,,,,,,
7781,BM 30633,Cyr.,239,Each,Babylon city,Promissory notes ina muẖẖi,-,X,-,6,-,Cyr,-,"Promissory note for barley without interest. Fragmentary.<br />
<strong>B</strong> owes 200(?) kor of barley to <strong>A</strong>, to be delivered without interest (<em>qaqqadu</em>) in Ayyār (II) at the canal in Babylon. The delivery should be in one installment according to the creditor&rsquo;s measure. The document mentions the name of god &Scaron;ama&scaron; but at this point it is broken off. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Anu-ahu-uṣur/Hiṭua","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-egibi/1670548"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Cyr. 239,Egibi/Nūr-Sîn,7,"Krecher 1970, 209",BM 30633,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,BM 41424,Camb.,305,Each,Babylon city,Promissory notes ina muẖẖi,-,I,-,6,-,Cam,-,"Promissory note for silver. Fixation of interest.<br />
<strong>B</strong> owes &frac12; minas and 2 shekels of silver and 10 kor of sesame to <strong>A</strong>. He should deliver the sesame in Ta&scaron;rīt (VII) and pay each month 20% interest on the silver. Witnesses.<br />
&nbsp;<br />
&nbsp;<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Mīn&ucirc;-Bēl-dānu/Bēl-tabni-uṣur//Egibi","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-regions/babylonie/babylone/1680606"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Camb. 305,Egibi/Nūr-Sîn,30,"Krecher 1970, 236; Petschow 1956 (NBPf), 24; Ziemer, BA 3 (1898), 455",BM 41424,,,,,,,,,,,,,,,,,,,,,,,,,,
7749,BM 30460,Camb.,335,Each,Babylon city,Promissory notes ina muẖẖi,-,IX,-,6,-,Cam,-,"Promissory note for dates. Payment for a debt in two instalments.<br />
<strong>B</strong> owes 240 kor of dates to <strong>A</strong>, to be delivered in two instalments: the first instalment of 100 kor should be delivered in Addar (XII), while the second one of the remaining 140 kor should be delivered without interest in Ta&scaron;rīt (VII) of the 7<sup>th</sup> year. Witnesses.<br />
&nbsp;<br />
<strong>A </strong>= Itti-Marduk-balāṭu/Nab&ucirc;-ahhē-iddin//Egibi; <strong>B </strong>= Iddin-Nab&ucirc;/Mu&scaron;ēzib-Bēl","Transliteration available on <a href=""http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-regions/babylonie/babylone/1681233"" target=""_blank"">Achemenet</a>",Kathleen Abraham (07/01/2017),Camb. 335,Egibi/Nūr-Sîn,23,"Krecher 1970, 240; Petschow 1956 (NBPf), 17; Peek 76; Dandamaev 1984, 302",BM 30460,,,524 BCE,524,,,,,,,,,,,,,,,,,,,,,,
6520,Liverpool unknown 21 (Strassmaier 1885) ,Wunsch 1993,38,NB,,Promissory notes ina muẖẖi,-,VI,-,41,-,Nbk,-,"Promissory note for onions.<br />
<strong>B</strong><sub>1</sub> and <strong>B</strong><sub>2</sub> owe 6000 bundles of onions to<strong> A</strong>, the royal harbor master (<em>rab kāri &scaron;a &scaron;arri</em>), to be delivered in Babylon. Names of 2 witnesses and the scribe: Nab&ucirc;-ēṭir-nap&scaron;āti/Nab&ucirc;-mukīn-apli//Nikkāya.<br />
<br />
<strong>A</strong> = Gimillu/&Scaron;ama&scaron;-zēru-ibni//S&icirc;n-&scaron;ad&ucirc;nu, royal harbor master (<em>rab kāri &scaron;a &scaron;arri</em>); <strong>B</strong><sub>1</sub> = Lūṣi-ana-nūri/Marduk-zēru-ibni//Nappāhu; <strong>B</strong><sub>2</sub> = Nab&ucirc;-iddin/Kabtia//Adad-&scaron;umu-...",,Kathleen Abraham 28/02/2017,Wunsch 1993 38,Egibi/Nūr-Sîn,15,,Liverpool unknown 21 (Strassmaier 1885) ,,,,,unclear,,,,,,,,,,,,,,,,,,,,,
6368,Mnb 1830,TCL 12,126,Each,No place,Receipts,-,VI,-,2,-,Cyr,-,"Receipt for silver.<br />
<strong>A</strong> receives 2 shekels of silver from <strong>B</strong>. Names of 2 witnesses (introduced by <em>ina u</em><em>&scaron;uzzi</em>). No name of the scribe.<br />
&nbsp;<br />
<strong>A </strong>= Nergal-u&scaron;allim/&Scaron;ama&scaron;-zēra-u&scaron;ab&scaron;i; <strong>B </strong>= Iddin-Marduk/Iqī&scaron;āya(//Nūr-S&icirc;n)",,Stefania Ermidoro (28/05/2016),TCL 12 126,Egibi/Nūr-Sîn,3,"Reedition: Wunsch 1993, no. 277.",Mnb 1830,,,07/09/537 BCE,537,,,,,,,,,,,,,,,,,,,,,,
